clientid;income;age;loan;default
779;423.448.087.112.047;474.181.083.911.099;68.002.468.059.227.700;0
780;361.128.744.133.748;605.793.527.024.798;37.372.121.871.986.200;0
781;32.720.504.798.926.400;33.804.503.521.882;436.726.495.019.919;1
782;27.973.826.560.191.800;49.674.219.635.780.800;40.340.213.537.013.200;0
783;213.060.331.228.189;350.941.635.370.255;379.102.352.838.761;0
784;36.029.301.576.782;52.640.624.420.251.700;29.281.004.386.496.100;0
785;48.457.963.548.135;22.344.923.628.028.400;8.108.172.683.405.840;1
786;46.038.510.655.052.900;390.386.727.838.777;686.898.780.501.089;0
787;342.471.590.195.782;347.009.895.360.097;64.587.905.851.387.700;1
788;642.476.149.997.674;316.031.620.721.333;451.320.369.417.302;0
789;621.097.670.914.605;412.409.060.192.294;28.164.301.578.897.100;0
790;214.818.037.860.096;199.594.523.082.487;113.765.789.054.619;0
791;207.624.744.670.466;253.291.227.403.097;23.852.248.369.160.200;0
792;337.565.272.278.152;405.675.955.507.904;11.698.359.246.657.600;0
793;5.432.580.727.385.360;29.636.369.307.525.500;697.852.505.744.359;1
794;33.197.807.804.681.400;59.486.848.228.611.000;39.931.468.660.048.600;0
795;568.464.742.321.521;30.280.927.554.238.600;526.822.747.487.761;0
796;265.429.310.896.434;45.829.426.520.969.700;423.308.958.563.064;0
797;532.005.481.468.514;596.917.192.977.853;309.047.311.929.628;0
798;380.734.068.970.196;322.145.080.873.743;228.400.567.663.756;0
799;43.937.219.043.728;564.096.822.156.571;32.135.419.628.300.800;0
800;49.284.819.413.442.100;519.397.291.215.137;493.589.997.017.378;0
801;228.693.234.547.973;259.064.452.042.803;527.551.568.398.424;0
802;601.133.425.417.356;40.774.305.584.374.700;825.338.456.880.542;0
803;23.613.255.685.195.200;324.735.058.033.839;246.923.458.468.339;0
804;687.550.944.206.305;532.281.321.543.269;109.905.337.530.187;0
805;264.493.282.930.925;46.479.153.247.084.500;295.212.315.164.984;0
806;428.554.161.149.077;471.273.699.835.874;492.381.484.576.435;0
807;25.686.778.936.069.500;358.507.148.684.002;372.839.703.071.966;0
808;6.712.564.924.266.190;360.585.051.872.768;748.206.736.878.698;0
809;274.277.894.455.008;5.970.451.917.639;719.946.664.588.216;0
810;371.455.730.567.686;5.319.827.894.447.370;151.073.550.672.394;0
811;41.702.600.771.095.600;419.440.537.178.889;61.057.279.291.327;0
812;207.107.759.593.055;495.572.698.125.616;396.071.087.317.317;0
813;39.124.164.362.438;44.557.108.595.036;40.132.673.340.017;0
814;328.346.467.390.656;605.802.186.657.675;418.457.820.320.039;0
815;262.672.214.000.486;5.879.376.695.957.020;113.611.727.060.881;0
816;412.542.281.951.755;28.948.204.752.989.100;69.930.494.414.817.700;1
817;382.686.966.028.996;30.676.849.837.880.600;252.205.718.465.992;0
818;37.087.268.759.496.400;575.763.008.045.033;6.391.153.194.203.220;0
819;384.581.330.395.304;558.568.540.653.214;364.430.607.009.879;0
820;401.857.756.706.886;31.000.768.078.491.100;10.023.405.737.625.300;0
821;654.819.455.510.005;45.038.576.235.994.700;106.142.484.928.222;0
822;57.426.680.477.801.600;20.118.845.096.323.600;246.197.440.578.532;0
823;4.790.331.424.912.440;4.616.901.477.286.580;42.832.269.736.806;0
824;342.221.877.467.819;52.246.678.448.747.700;35.821.513.639.634.400;0
825;28.481.265.604.496.000;474.213.283.620.775;530.217.994.342.883;0
826;430.696.521.466.598;412.400.346.901.268;409.156.129.167.425;0
827;330.939.618.567.936;33.403.173.910.453.800;38.529.924.436.463.500;0
828;61.363.856.056.705.000;62.136.373.864.952.400;963.680.473.053.473;0
829;6.810.073.561.966.410;477.529.402.710.497;8.124.598.979.910.790;0
830;505.514.803.389.087;567.655.671.010.725;52.626.160.879.974.700;0
831;54.421.054.006.088.400;229.615.335.506.387;62.298.360.190.473.500;0
832;321.524.597.401.731;5.748.695.513.280.110;355.058.488.878.171;0
833;402.309.757.121.839;587.940.956.773.236;74.519.474.910.364;0
834;534.833.740.023.896;291.899.978.881.702;145.966.859.888.829;0
835;65.137.937.762.774.500;421.331.095.667.556;10.352.181.768.904;0
836;294.965.941.272.676;5.466.582.085.750.990;22.169.753.341.908.600;0
837;451.819.337.136.112;4.809.680.230.356.740;224.315.399.221.322;0
838;249.947.781.953.961;347.233.597.366.139;51.640.260.239.487;0
839;548.209.740.128.368;20.560.396.471.526.500;100.709.490.549.973;1
840;629.556.082.934.141;295.495.097.753.592;207.543.817.763.712;0
841;52.956.246.077.083.000;251.471.019.247.547;959.097.214.811.603;0
842;403.662.032.377.906;32.072.008.041.665;7.410.792.024.329.540;1
843;600.050.101.336.092;401.948.889.852.501;106.776.680.182.666;0
844;375.983.850.844.204;54.663.929.305.970.700;36.418.084.108.437;0
845;61.323.000.902.775.700;601.660.164.748.318;869.994.668.231.535;0
846;212.439.323.007.129;57.868.060.216.307.600;343.897.927.728.268;0
847;621.114.344.149.828;25.976.458.594.203;499.208.578.202.042;0
848;56.524.878.814.816.500;5.491.097.151.488.070;529.694.027.257.637;0
849;5.171.813.696.390.010;343.504.997.366.108;10.366.168.035.984.400;0
850;432.056.317.501.701;23.125.877.250.917.300;483.527.465.661.614;0
851;26.934.197.444.934.300;35.979.010.198.731;4.113.299.166.910.270;0
852;6.896.682.256.367.050;543.924.881.364.219;669.063.533.769.203;0
853;315.273.472.038.098;590.226.465.594.023;20.627.191.576.926.800;0
854;46.839.061.093.050.900;28.733.358.708.676;149.820.031.600.578;0
855;32.151.296.855.881.800;429.149.115.667.678;460.194.008.647.427;0
856;40.831.801.916.938.300;47.149.545.804.597.300;642.959.368.808.933;0
857;308.688.048.203.476;581.365.677.523.427;461.839.218.432.669;0
858;629.888.264.276.087;324.746.129.391.715;692.490.156.914.655;0
859;654.967.674.799.263;619.599.347.501.062;1.180.555.576.878;0
860;630.326.262.721.792;247.884.375.578.724;39.033.586.086.627.100;0
861;272.870.745.440.014;18.695.798.727.683.600;450.988.142.162.832;1
862;442.993.717.431.091;243.714.581.453.241;5.154.909.842.680.390;0
863;440.913.492.278.196;30.485.230.318.270.600;166.410.492.654.064;0
864;266.170.303.151.011;28.616.509.240.120.600;272.724.168.062.816;0
865;218.562.335.288.152;477.227.678.541.094;15.006.537.452.812.100;0
866;28.072.604.355.402.200;54.142.548.226.751.300;137.762.959.325.451;0
867;359.504.884.504.713;354.718.469.656.073;266.492.567.484.772;0
868;289.821.123.634.465;352.682.511.825.114;144.049.916.760.651;0
869;51.790.726.445.615.300;411.508.777.858.689;12.810.357.291.798;0
870;650.008.196.174.167;21.699.699.527.584;111.491.482.428.033;0
871;29.761.046.012.863.500;218.542.913.463.898;374.825.812.413.245;1
872;230.814.507.394.098;538.968.184.147.961;257.661.201.491.859;0
873;600.167.409.912.683;227.386.025.083.251;152.264.676.811.391;0
874;546.191.553.631.797;535.978.628.238.663;901.277.776.817.105;0
875;662.742.081.028.409;363.746.234.392.747;10.257.918.392.293.400;0
876;49.380.658.629.816;45.471.049.905.289;5.425.280.945.064.930;0
877;462.830.674.648.285;482.885.851.110.332;21.661.230.995.161;0
878;25.554.698.524.065.200;427.969.214.715.995;4.229.914.353.055.770;0
879;366.801.819.228.567;22.146.262.606.140.100;484.933.378.471.958;1
880;303.836.763.300.933;468.319.495.972.246;215.360.772.508.337;0
881;6.773.044.369.649.130;263.031.469.769.776;888.158.363.601.412;1
882;364.467.241.382.226;406.168.506.052.345;292.767.544.441.237;0
883;336.487.389.914.691;60.970.944.559.201.600;14.981.612.553.260.900;0
884;53.852.799.539.454.200;42.782.855.549.827.200;20.899.094.635.253.800;0
885;61.298.218.665.178.800;48.285.030.242.521.200;939.950.460.218.589;0
886;694.657.469.564.117;205.852.316.911.332;7.983.705.373.244.450;0
887;39.102.041.714.359.100;293.008.653.833.531;4.200.697.505.155.990;0
888;29.366.582.334.041.600;22.484.048.533.253.300;40.492.538.652.253.700;1
889;6.794.973.806.710.910;344.796.788.198.873;17.903.486.165.291.300;0
890;29.468.859.178.014.100;227.896.366.892.383;370.395.304.740.702;1
891;5.683.940.189.657.730;365.523.909.307.085;900.480.171.434.867;0
892;382.779.368.711.635;449.091.980.499.215;74.058.032.096.322.500;0
893;49.664.270.719.513.300;39.944.160.686.340.200;5.571.456.364.476.220;0
894;499.720.108.276.233;323.969.839.904.457;7.639.541.158.786.070;0
895;27.356.800.953.857.500;63.487.873.623.613.300;298.358.332.216.516;0
896;36.840.603.656.601.200;366.745.834.872.127;655.794.033.087.167;0
897;51.438.814.068.678.700;4.601.234.315.987.670;689.878.371.916.522;0
898;406.147.220.451.385;209.326.715.869.829;264.969.535.606.017;0
899;5.673.863.732.256;633.739.421.730.861;321.080.704.797.276;0
900;680.046.862.154.268;415.310.972.742.736;269.804.778.142.586;0
901;444.586.372.864.433;5.208.290.527.062.480;145.623.494.449.525;0
902;66.801.197.505.556;191.351.382.303.983;28.864.676.925.315.600;0
903;4.899.185.367.859.900;18.621.307.099.238;745.326.426.764.463;1
904;69.430.936.621.502;589.409.142.830.409;264.822.045.208.716;0
905;27.989.111.100.323.500;278.009.201.702.662;177.081.827.895.977;0
906;6.767.580.477.055.160;377.403.956.875.205;43.960.768.773.955;0
907;479.857.224.668.376;335.597.739.792.429;880.161.012.677.399;1
908;43.388.209.473.341.600;357.043.567.909.859;70.071.542.526.718;0
909;6.318.245.566.682.880;255.863.821.250.387;349.322.456.741.209;0
910;20.568.891.305.010.800;25.853.856.789.879.400;22.570.647.822.256.100;0
911;258.337.172.260.508;192.075.996.422.209;37.162.546.852.118;1
912;230.873.014.009.558;376.196.372.602.135;423.418.399.504.824;0
913;36.124.717.833.008.500;250.547.269.559.465;648.505.748.033.896;1
914;57.330.619.408.749;44.445.651.299.320.200;10.580.392.021.630.400;0
915;472.402.531.234.547;550.097.213.611.007;4.286.345.614.412.670;0
916;557.306.292.280.555;551.564.379.627.816;9.286.357.544.938.190;0
917;61.660.401.318.222.300;48.898.758.229.799.600;168.452.656.398.846;0
918;497.468.874.370.679;2.936.146.192.858;7.354.129.522.959.970;1
919;239.736.875.914.969;552.882.977.472.618;9.546.072.237.503.590;0
920;28.085.479.598.957.900;450.321.259.801.276;4.431.280.471.397.480;0
921;335.854.747.379.199;603.773.854.388.855;393.388.301.194.765;0
922;441.793.851.018.883;513.064.918.876.626;58.883.757.812.673;0
923;56.025.419.726.502.100;293.964.444.613.084;434.162.669.876.515;0
924;493.697.041.459.382;51.373.417.267.110.200;109.379.622.752.269;0
925;268.893.647.403.456;626.251.084.581.017;675.712.031.078.049;0
926;30.873.217.636.253.700;38.952.739.545.609.700;40.768.767.501.185;0
927;30.608.943.237.457.400;4.647.670.398.280.020;26.325.518.109.756;0
928;548.780.896.514.654;4.288.355.929.171.670;15.044.734.617.798.400;0
929;324.238.068.470.731;63.189.986.590.296;296.195.236.821.591;0
930;466.083.690.221.421;204.049.915.121.868;15.218.684.050.770.900;0
931;656.891.897.018.068;281.087.074.321.695;25.507.265.595.806.500;0
932;4.905.486.027.011.650;540.686.636.208.557;110.224.036.140.034;0
933;203.105.775.569.566;542.647.477.448.918;127.911.309.760.756;0
934;664.233.993.319.795;18.874.357.114.546;106.621.460.111.103;0
935;4.578.315.475.257.110;63.885.043.743.066.500;749.290.982.010.653;0
936;62.887.762.666.214.200;428.418.413.973.413;684.948.422.314.614;0
937;510.882.107.820.362;520.858.715.916.984;9.097.112.036.065.170;0
938;662.179.448.455.572;190.816.236.077.808;745.076.094.530.662;0
939;627.997.506.107.204;353.614.920.396.358;675.258.607.130.953;0
940;457.894.875.248.894;36.298.051.288.351.300;454.515.745.895.782;0
941;597.274.059.941.992;5.024.148.795.474.320;520.332.518.145.625;0
942;355.135.895.474.814;60.807.017.668.150.300;698.336.074.103.902;0
943;29.178.977.587.726;63.930.734.686.087.700;16.643.860.619.101.800;0
944;6.750.169.224.571.440;496.374.590.154.737;7.589.759.990.371.120;0
945;6.625.502.952.840.170;289.600.249.473.006;747.521.228.234.162;0
946;635.588.640.859.351;363.568.546.553.142;928.292.773.534.658;0
947;634.417.123.557.068;186.712.893.769.145;31.194.126.781.587.200;0
948;64.983.154.244.255.300;27.291.971.609.462.100;9.109.774.341.958.050;1
949;5.694.664.593.786;554.090.137.514.286;111.758.410.699.241;0
950;523.498.724.610.545;355.224.991.776.049;518.184.850.071.794;0
951;31.473.458.784.166.600;27.993.409.112.561.400;79.734.597.206.237;0
952;59.267.339.196.521.700;349.126.990.740.187;5.085.311.918.671.470;0
953;668.091.732.473.113;31.054.548.121.523.100;13.161.871.277.160.400;0
954;48.083.311.545.196.900;391.573.059.842.922;919.309.526.352.272;0
955;206.293.472.950.347;283.068.615.505.472;331.041.011.772.524;1
956;25.363.331.059.925.200;31.390.791.157.260.400;39.460.014.470.861.200;1
957;28.873.674.168.717.000;623.285.863.017.663;222.446.976.521.287;0
958;414.308.552.560.396;336.895.613.595.843;57.192.781.159.757.200;1
959;536.121.312.342.584;23.282.966.454.979;597.689.656.826.076;0
960;515.557.402.558.625;572.635.917.728.767;92.176.886.691.734;0
961;465.643.788.967.282;506.512.996.880.338;5.998.303.239.514.550;0
962;612.004.274.781.793;192.277.783.197.351;40.685.186.115.617.200;0
963;293.073.207.652.196;611.649.569.645.524;48.184.269.711.988.500;0
964;676.871.830.760.501;208.043.047.981.337;105.063.280.331.645;1
965;52.565.065.741.073.300;5.569.652.934.977.770;372.974.253.343.653;0
966;52.920.148.014.091;209.909.665.295.854;9.521.769.942.117.130;1
967;349.813.678.348.437;234.877.088.945.359;550.273.603.087.282;1
968;6.521.083.709.551.010;275.284.397.248.179;12.607.951.664.106.200;1
969;6.001.607.961.254.190;543.172.402.922.064;28.570.074.135.476.300;0
970;23.066.964.680.328.900;330.913.530.015.387;193.335.356.770.978;0
971;52.603.878.644.295;438.954.665.251.076;204.308.955.289.918;0
972;201.113.632.577.471;53.495.394.564.233.700;17.453.719.220.870.900;0
973;327.597.002.778.202;438.804.593.579.844;521.132.562.979.067;0
974;30.578.020.161.483.300;553.661.617.422.476;30.103.502.403.137.300;0
975;212.115.893.885.493;326.511.982.483.789;931.781.052.200.198;0
976;53.746.326.575.055.700;29.350.288.588.088.000;9.534.660.206.225.590;1
977;45.214.109.220.542;182.999.803.973.362;177.972.773.531.897;0
978;584.650.496.998.802;201.268.885.387.108;114.170.600.895.208;1
979;544.229.734.851.979;585.713.950.437.494;444.613.776.925.989;0
980;628.420.643.904.246;6.219.707.881.892.100;107.597.231.536.379;0
981;5.300.513.229.332.860;456.872.204.705.141;253.933.674.893.338;0
982;40.749.028.178.397.500;26.854.012.909.811;620.718.616.502.598;1
983;498.044.108.320.028;20.039.864.229.969.600;723.519.471.689.825;1
984;372.772.461.199.202;266.331.468.173.303;628.925.607.587.104;1
985;468.832.065.397.874;303.998.898.901.045;634.256.790.924.236;1
986;317.633.691.988.885;35.602.517.284.918.600;348.940.412.162.135;0
987;610.131.815.820.932;24.707.618.969.492.600;179.154.296.221.375;0
988;41.285.358.897.876;229.110.705.880.448;532.100.255.807.783;0
989;39.133.891.863.748.300;21.603.231.470.100.600;433.458.417.926.463;0
990;621.718.025.580.049;242.437.830.967.829;103.546.249.645.863;0
991;536.386.459.530.331;440.273.743.555.881;109.478.853.603.893;0
992;49.264.584.893.826.300;581.195.471.086.539;305.157.426.672.854;0
993;6.311.449.698.871;483.510.828.255.676;118.907.571.906.353;0
994;58.165.506.219.957;457.291.535.651.311;415.572.376.708.707;0
995;430.298.032.634.892;272.101.574.214.175;689.416.538.143.413;1
996;215.936.226.584.017;51.548.922.783.695.200;458.093.724.368.234;0
997;491.047.682.403.587;35.538.517.334.964.100;94.522.179.473.418;0
998;657.762.324.134.819;397.981.913.359.836;28.058.637.447.174.700;0
999;361.921.494.523.995;21.402.402.616.106;7.236.173.930.254.240;1
1000;621.658.611.856.401;196.025.430.983.864;473.994.895.405.831;0
1001;50.793.355.719.652.000;416.018.864.475.191;421.640.379.591.623;0
1002;624.222.037.894.651;321.452.214.065.939;284.163.342.276.648;0
1003;63.166.994.955.390.700;565.100.399.320.945;405.878.953.380.435;0
1004;23.717.567.853.163.900;49.325.769.520.830.400;153.009.024.242.426;0
1005;667.976.646.730.676;213.804.285.540.245;11.921.199.536.959.000;1
1006;30.272.203.618.660.600;191.324.464.869.685;144.007.254.888.392;0
1007;557.411.956.880.242;526.268.528.900.109;318.178.051.934.063;0
1008;307.425.797.148.608;26.449.336.839.839.800;568.565.364.147.975;1
1009;20.491.564.325.057;35.134.836.907.498.400;15.791.682.486.472.500;0
1010;356.204.186.263.494;408.246.740.507.893;361.129.590.336.632;0
1011;50.206.133.716.274.100;330.311.115.211.807;582.646.289.826.698;0
1012;6.793.545.387.219.630;609.422.627.035.528;826.732.605.257.876;0
1013;592.233.966.034.837;22.939.635.145.478;390.140.208.532.883;0
1014;326.572.686.829.604;32.812.187.960.837;179.627.050.255.779;0
1015;559.316.545.771.435;234.413.330.657.408;405.351.993.761.002;0
1016;236.947.788.670.659;228.642.844.832.502;764.297.190.003.271;0
1017;44.324.286.368.209.900;231.808.664.123.528;267.269.202.602.406;0
1018;347.354.917.484.336;623.589.558.079.839;140.221.785.398.327;0
1019;670.643.447.362.818;22.583.609.924.186;10.916.248.164.287.800;0
1020;42.761.492.675.636;450.493.739.051.744;61.065.784.710.333;0
1021;495.177.223.277.278;31.549.317.500.088.300;733.795.043.106.519;1
1022;543.721.826.560.795;299.771.178.071.387;8.391.250.811.884.860;0
1023;299.419.683.683.664;483.584.494.683.892;31.700.456.536.486.800;0
1024;684.141.207.765.788;51.046.781.289.391.200;6.154.052.456.547.570;0
1025;23.891.244.565.602.400;51.029.204.678.721.700;34.759.054.232.585.300;0
1026;47.187.571.546.528.400;242.270.476.552.658;79.334.694.490.862;1
1027;39.819.920.940.790.200;63.384.797.013.364.700;357.744.768.965.771;0
1028;506.322.792.428.546;536.232.994.752.936;126.235.606.612.176;0
1029;399.702.112.469.822;40.368.115.155.026.200;7.867.616.835.630.940;0
1030;55.176.139.604.300.300;49.455.910.102.464.200;7.822.936.090.935.400;0
1031;50.533.571.948.763;566.310.642.831.959;117.712.586.947.864;0
1032;52.983.874.459.750.900;425.880.697.602.406;5.567.941.087.462.320;0
1033;311.876.699.258.573;30.999.616.120.476.300;5.931.247.798.263.590;0
1034;349.099.822.272.547;25.568.741.328.083;285.237.179.495.901;0
1035;53.810.847.660.060.900;514.329.729.834.571;915.447.701.536.417;0
1036;554.789.673.699.997;537.629.200.383.089;622.754.177.432.686;0
1037;60.394.094.865.769.100;576.864.224.728.197;8.293.576.747.493.140;0
1038;368.457.386.782.393;519.394.795.414.992;179.001.356.619.936;0
1039;602.649.406.460.114;547.213.634.261.861;22.413.881.435.993.100;0
1040;52.981.508.597.731.600;18.306.216.438.300.800;375.993.723.425.993;0
1041;502.227.624.226.362;214.227.129.220.963;873.474.061.739.229;1
1042;5.925.655.595.958.230;385.789.446.192.794;981.297.871.741.119;0
1043;43.203.414.224.553.900;40.901.724.176.947;773.072.757.527.023;0
1044;462.887.564.138.509;235.900.381.784.886;605.379.158.149.127;1
1045;58.176.154.927.350.500;5.217.576.008.895.410;98.521.411.102.884;0
1046;256.314.347.311.854;476.355.769.587.681;4.778.700.542.847.970;0
1047;589.779.976.452.701;30.330.982.693.470.900;9.442.011.609.849.640;1
1048;25.048.015.993.088.500;546.567.751.751.281;234.136.785.790.557;0
1049;334.364.890.051.074;34.669.146.894.011.600;547.398.555.060.076;1
1050;237.873.670.458.794;363.117.125.998.251;30.415.529.081.567.700;0
1051;694.565.677.712.671;4.805.355.677.986.520;131.903.658.861.707;0
1052;654.476.116.108.708;396.313.519.426.621;32.695.343.268.133.800;0
1053;687.433.531.787.246;56.385.251.584.928.500;229.020.428.885.451;0
1054;360.525.775.980.204;49.499.960.873.275.900;283.017.986.246.731;0
1055;248.207.924.701.273;3.824.401.685.083.270;51.949.242.778.070.000;0
1056;26.046.384.165.529.100;54.625.463.577.453.000;466.945.735.259.152;0
1057;608.508.024.411.276;599.902.563.230.135;7.206.852.592.751.370;0
1058;6.992.901.099.612.940;51.394.448.445.178.600;124.278.357.034.718;0
1059;53.298.496.145.289.400;56.909.707.329.701.600;21.067.097.906.176.300;0
1060;488.183.823.227.882;49.296.121.936.291.500;23.124.217.766.474;0
1061;380.420.841.556.042;328.389.940.196.648;349.585.630.614.459;0
1062;421.198.227.140.121;60.064.201.827.161;193.056.653.214.215;0
1063;6.224.787.973.798.800;392.296.556.243.673;187.071.508.930.953;0
1064;62.252.088.163.513.700;282.461.758.642.457;16.996.809.718.387.300;0
1065;369.730.856.898.241;382.803.032.551.892;414.444.814.361.402;0
1066;542.172.367.847.525;26.629.377.369.768.800;8.836.775.689.365.990;1
1067;442.187.663.214.281;58.579.258.533.194.700;169.392.017.886.189;0
1068;332.740.502.711.385;23.953.435.258.474.100;22.448.831.092.985.900;0
1069;546.565.490.355.715;18.393.829.551.525.300;9.911.134.962.918.290;1
1070;675.935.170.776.211;25.405.445.643.235;986.407.802.710.305;1
1071;394.727.072.492.242;42.608.860.772.568.700;596.481.179.541.814;0
1072;30.572.446.859.441.600;486.518.424.763.344;184.709.424.972.443;0
1073;50.447.699.630.167.300;580.985.400.285.572;244.376.891.476.886;0
1074;491.986.526.572.146;4.919.242.269.871.760;48.362.016.772.088.500;0
1075;537.682.282.086.462;253.775.038.844.906;369.695.324.417.008;0
1076;52.809.546.287.171.500;610.133.191.822.097;6.276.830.736.703.330;0
1077;380.117.266.485.468;190.578.916.789.964;462.519.337.762.744;1
1078;589.102.917.746.641;31.013.961.953.576.600;36.719.230.944.370.500;0
1079;579.147.310.741.246;50.611.599.714.960.800;671.585.790.769.023;0
1080;39.494.766.916.614;285.471.422.006.376;35.441.560.393.991.600;0
1081;45.918.875.250.499.600;386.421.196.153.387;191.032.953.084.278;0
1082;5.564.905.588.282.260;196.645.014.896.058;766.034.617.051.509;1
1083;271.366.288.000.718;188.336.203.182.116;225.319.025.276.782;0
1084;627.246.361.155.994;398.353.766.053.915;925.513.775.534.296;0
1085;329.218.485.788.442;437.330.526.653.677;255.321.277.794.851;0
1086;284.826.495.498.419;197.837.881.306.186;329.450.042.227.758;0
1087;44.170.221.737.586;244.703.706.367.873;216.875.173.497.275;0
1088;606.643.716.036.342;22.364.457.368.850.600;5.873.410.979.425.690;0
1089;6.450.193.042.866.880;33.357.946.901.582.100;121.473.142.194.935;1
1090;282.375.173.922.628;50.015.552.088.152.500;27.281.899.444.629.500;0
1091;6.742.059.544.660.150;211.852.940.614.335;36.689.947.836.488;0
1092;556.429.933.919.571;389.109.068.377.875;284.169.798.234.271;0
1093;560.860.580.927.692;345.792.021.681.555;39.908.507.597.519.300;0
1094;57.676.739.180.460.500;206.656.169.872.731;105.046.681.673.838;1
1095;625.356.328.487.396;391.940.755.369.142;949.026.419.041.115;0
1096;606.867.685.727.775;483.993.084.896.356;10.614.130.949.683;0
1097;25.032.300.937.455.000;463.105.889.745.057;6.809.047.821.836.080;0
1098;222.283.452.912.234;33.359.457.094.688.000;218.721.333.714.559;0
1099;414.351.537.520.997;349.257.164.876.908;37.021.714.277.833.700;0
1100;439.554.094.034.247;515.582.860.666.327;783.347.776.141.374;0
1101;60.063.693.094.998.600;591.146.443.360.485;676.629.418.079.942;0
1102;346.357.447.491.027;189.473.467.003.554;48.592.352.866.332;1
1103;639.443.237.264.641;325.243.454.012.088;12.213.949.339.898.400;1
1104;35.403.427.334.968;34.645.415.822.044;29.293.597.040.424.200;0
1105;53.654.079.365.078.300;44.137.234.212.830.700;658.777.555.584.342;0
1106;235.082.307.294.942;526.403.490.179.218;462.284.106.541.178;0
1107;6.186.946.603.003.880;362.273.041.848.093;10.404.936.732.261.000;0
1108;20.674.897.083.081.200;239.998.828.670.941;299.825.137.750.899;0
1109;221.279.241.074.808;61.188.782.650.511.700;177.782.855.129.135;0
1110;27.408.729.614.689.900;37.691.731.847.357;259.102.894.660.536;0
1111;607.207.960.961.387;3.882.036.029.454.320;32.781.797.272.838.200;0
1112;347.600.193.158.723;34.260.301.864.240.300;288.825.344.418.559;0
1113;230.573.639.203.794;469.718.112.898.991;248.716.518.212.314;0
1114;42.380.995.063.576.800;35.716.812.186.408.700;68.326.848.165.415.800;0
1115;378.875.493.933.447;244.157.260.977.663;506.177.783.089.573;1
1116;39.988.740.736.153;542.687.055.743.299;357.088.124.203.472;0
1117;25.026.505.643.036.200;62.906.922.337.133.300;384.574.184.934.565;0
1118;435.880.814.259.872;40.495.646.783.150.700;645.305.797.893.021;0
1119;208.974.266.937.003;280.293.198.991.567;29.404.239.697.461.100;1
1120;249.046.246.684.156;5.331.978.979.613.620;337.690.746.524.937;0
1121;660.686.350.357.719;35.918.783.873.319.600;562.686.933.989.185;0
1122;36.126.231.092.493.900;407.079.118.597.321;38.058.027.214.255;0
1123;23.626.726.788.934.300;342.933.534.532.785;21.737.676.901.031.800;0
1124;30.200.243.256.986.000;627.825.701.418.333;487.167.757.618.979;0
1125;655.697.852.419.689;62.232.158.921.659;124.942.672.598.523;0
1126;20.617.261.009.756.400;465.175.069.789.402;222.406.813.417.899;0
1127;258.174.546.225.928;216.304.703.606.293;36.828.619.314.122.700;1
1128;214.488.279.935.904;317.951.883.119.531;198.918.297.633.362;0
1129;6.937.017.763.732;523.746.292.958.967;460.591.877.302.795;0
1130;341.457.995.516.248;314.007.989.270.613;40.749.525.911.100.300;0
1131;52.651.256.863.027.800;573.202.461.791.225;6.529.019.522.377.720;0
1132;400.693.383.812.904;43.313.461.889.512.700;364.605.161.791.101;0
1133;39.246.544.886.846.000;48.322.055.608.499.700;9.191.146.400.240.350;0
1134;562.337.895.436.212;57.991.085.652.262;964.209.253.829.297;0
1135;49.264.268.325.641.700;190.065.262.741.409;801.779.606.017.874;0
1136;304.516.361.607.239;421.971.366.778.016;47.542.059.173.565.400;0
1137;28.726.996.299.810.600;347.514.377.613.552;367.583.341.454.456;1
1138;201.132.534.933.276;30.132.575.557.101.400;250.764.970.973.955;1
1139;434.347.754.274.495;5.220.588.011.154.890;367.210.982.821.562;0
1140;59.208.716.084.249.200;309.311.519.302.428;114.794.378.054.928;1
1141;693.109.572.678.804;421.106.091.835.536;159.032.580.358.526;0
1142;605.674.244.393.595;400.412.224.857.137;5.719.329.349.300.430;0
1143;220.488.950.423.896;53.798.252.495.005.700;41.990.243.561.842;0
1144;667.337.102.512.829;529.778.436.059.132;536.664.079.316.339;0
1145;222.090.095.095.336;220.062.600.099.482;4.096.783.714.405.120;1
1146;490.326.624.060.981;54.556.071.904.487.800;17.779.531.313.067.400;0
1147;26.558.361.055.795.000;57.833.364.835.009;22.327.933.177.844;0
1148;49.255.457.967.519.800;366.181.475.799.531;495.191.577.108.814;0
1149;302.181.512.280.367;480.214.726.761.915;5.914.516.662.335.040;0
1150;5.631.708.282.046.010;246.534.822.979.011;80.454.409.532.236.700;1
1151;53.825.430.576.689.500;4.535.669.021.774.070;43.145.016.120.131.000;0
1152;349.279.936.100.356;541.529.471.762.478;19.570.579.294.027.600;0
1153;53.287.385.024.596;5.955.992.484.558.370;443.266.544.443.383;0
1154;320.325.567.433.611;501.174.370.483.495;458.293.827.444.975;0
1155;48.405.726.805.795;479.328.826.097.772;37.666.144.347.919.100;0
1156;461.329.140.514.135;26.909.398.734.569.500;32.164.912.546.542.300;0
1157;29.049.071.487.970.600;577.825.545.510.277;256.269.555.387.066;0
1158;685.506.878.583.692;193.611.887.819.134;38.796.726.518.436.100;0
1159;47.474.819.601.047.800;378.746.449.518.949;508.372.827.173.068;0
1160;50.021.655.408.199.900;23.816.679.108.887.800;105.426.808.471.871;0
1161;640.891.319.070.943;3.731.044.758.204.370;627.278.844.958.014;0
1162;284.517.055.656.761;416.010.754.276.067;10.428.503.755.962.400;0
